99833912842753,-9.320789E-4,-3.9946238E-4,0.0015978495
99833932786347,1.3315413E-4,-0.0014646954,0.0015978495
99833952737806,1.3315413E-4,-0.0014646954,-5.326165E-4
99833972681399,-9.320789E-4,6.657706E-4,-5.326165E-4
99833992640306,1.3315413E-4,0.0017310036,-0.0026630824
99834012583899,-9.320789E-4,0.0017310036,-0.0015978495
99834032526139,1.3315413E-4,6.657706E-4,-5.326165E-4
99834052469733,1.3315413E-4,-3.9946238E-4,-5.326165E-4
99834072393170,1.3315413E-4,-3.9946238E-4,5.326165E-4
99834092336764,1.3315413E-4,-0.0025299285,0.0015978495
99834112282285,1.3315413E-4,-0.0014646954,5.326165E-4
99834132225878,1.3315413E-4,-3.9946238E-4,5.326165E-4
99834152186451,1.3315413E-4,6.657706E-4,-0.0015978495
99834172130045,-9.320789E-4,-3.9946238E-4,-0.0015978495
99834192067962,1.3315413E-4,0.0017310036,-0.0015978495
99834212011556,0.0011983871,0.0027962367,-0.0015978495
99834231958170,-9.320789E-4,6.657706E-4,-5.326165E-4
99834251901712,-0.0019973118,0.0017310036,-0.0015978495
99834271853170,-0.0019973118,-3.9946238E-4,-5.326165E-4
99834291796764,-9.320789E-4,-3.9946238E-4,5.326165E-4
99834311739524,-9.320789E-4,-3.9946238E-4,-0.0015978495
99834331683118,-9.320789E-4,-3.9946238E-4,-0.0015978495
99834351636503,1.3315413E-4,-0.0014646954,5.326165E-4
99834371580097,1.3315413E-4,6.657706E-4,-5.326165E-4
99834391570618,-9.320789E-4,0.0027962367,-0.0015978495
99834411514212,-9.320789E-4,6.657706E-4,-0.0015978495
99834431399681,1.3315413E-4,-0.0014646954,5.326165E-4
99834451343222,1.3315413E-4,6.657706E-4,0.0015978495
99834471315670,1.3315413E-4,-3.9946238E-4,0.0015978495
99834491259264,-9.320789E-4,-3.9946238E-4,5.326165E-4
99834511226399,-9.320789E-4,6.657706E-4,5.326165E-4
99834531169993,1.3315413E-4,6.657706E-4,-5.326165E-4
99834551107337,1.3315413E-4,-3.9946238E-4,-5.326165E-4
99834571050931,1.3315413E-4,0.0017310036,-5.326165E-4
99834590995149,1.3315413E-4,0.0017310036,-0.0015978495
99834610938743,1.3315413E-4,-3.9946238E-4,-5.326165E-4
