99838460046451,-0.32632118,0.45673,9.930214
99838479974941,-0.25214368,0.44955155,9.911072
99838499920566,-0.22073789,0.48305106,9.908679
99838519849785,-0.18723837,0.44955155,9.91825
99838539795410,-0.19680966,0.41365921,9.913465
99838559756087,-0.2425724,0.46630132,9.908679
99838579701660,-0.34785658,0.49980083,9.906285
99838599618899,-0.44117668,0.48783672,9.899107
99838619564524,-0.4244269,0.48305106,9.906285
99838639533222,-0.36699918,0.53330034,9.923036
99838659478847,-0.28803602,0.5189434,9.91825
99838679420983,-0.24017957,0.4543372,9.932607
99838699366608,-0.23030917,0.43280178,9.91825
99838719307753,-0.21834506,0.42801616,9.913465
99838739253378,-0.22313072,0.4447659,9.9038925
99838759175983,-0.28803602,0.48065826,9.9038925
99838779121608,-0.3789633,0.5069793,9.915857
99838799050462,-0.42681974,0.5141578,9.899107
99838818996087,-0.39810586,0.5237291,9.925428
99838838970514,-0.33349967,0.5093721,9.9038925
99838858916139,-0.28803602,0.4232305,9.88475
99838878842701,-0.23778675,0.41844487,9.915857
99838898788326,-0.2111666,0.47108695,9.915857
99838918738066,-0.21595225,0.47347978,9.915857
99838938683691,-0.232702,0.45194438,9.927821
99838958629056,-0.31196424,0.47108695,9.899107
99838978574681,-0.4244269,0.52133626,9.9038925
99838998519941,-0.43639103,0.552742,9.896714
99839018465566,-0.3789633,0.51176494,9.896714
99839038407181,-0.30717862,0.4758726,9.913465
99839058352806,-0.24735804,0.46630132,9.915857
99839078294212,-0.21355942,0.4351946,9.915857
99839098239837,-0.20877378,0.4232305,9.896714
99839118164472,-0.19680966,0.4543372,9.906285
99839138110097,-0.25214368,0.5021936,9.920643
99839158069681,-0.35264224,0.50458646,9.913465
99839178015306,-0.43878385,0.48783672,9.906285
99839197949733,-0.44117668,0.49980083,9.9038925
99839217895358,-0.3598207,0.5141578,9.911072
99839237833483,-0.2832504,0.49262238,9.9038925
99839257779108,-0.24017957,0.4423731,9.906285
99839277703483,-0.19441684,0.42562333,9.920643
99839297729160,-0.1896312,0.43758744,9.925428
99839317674733,-0.21595225,0.45194438,9.91825
99839337567858,-0.28085756,0.49980083,9.896714
99839357513431,-0.37417763,0.5165506,9.899107
99839377447337,-0.4339982,0.50458646,9.911072
99839397392962,-0.41724846,0.4854439,9.920643
99839416778795,-0.34307095,0.47108695,9.913465
99839436724368,-0.24975087,0.5069793,9.927821
99839457245358,-0.19920248,0.5455636,9.91825
99839477190983,-0.23030917,0.44955155,9.913465
99839497105983,-0.27128628,0.37537405,9.899107
99839517051608,-0.30239296,0.43758744,9.875179
99839537023222,-0.3574279,0.5093721,9.899107
99839556968847,-0.38374892,0.5093721,9.915857
99839576880514,-0.3598207,0.49980083,9.908679
99839596826139,-0.30957142,0.46630132,9.906285
99839616769420,-0.25692934,0.4447659,9.915857
99839636715045,-0.22313072,0.46869412,9.915857
99839656643899,-0.2111666,0.47108695,9.920643
99839676589524,-0.23509483,0.4543372,9.906285
99839696555618,-0.2856432,0.47347978,9.906285
99839716501243,-0.369392,0.497408,9.887143
